EncodingTable,RecognitionTable,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,info_repeat_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,QuestionNr,QuestionGroup,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,Jelszó*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,loc_instructions_1_key.keys,loc_instructions_1_key.rt,loc_instructions_2_key.keys,loc_instructions_2_key.rt,loc_instructions_2_key_2.keys,loc_instructions_2_key_2.rt,loc_instructions_recognition_3_key.keys,loc_instructions_recognition_3_key.rt,faq_key.keys,faq_key.rt,loc_instructions_practice_key.keys,loc_instructions_practice_key.rt,info_repeat_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,loc_enc_practice.thisRepN,loc_enc_practice.thisTrialN,loc_enc_practice.thisN,loc_enc_practice.thisIndex,loc_enc_practice.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_trial_key.rt,filler_task_resp.keys,filler_task_resp.corr,filler_task_resp.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,loc_rec_practice.thisRepN,loc_rec_practice.thisTrialN,loc_rec_practice.thisN,loc_rec_practice.thisIndex,loc_rec_practice.ran,LOC_PRACTICE.thisRepN,LOC_PRACTICE.thisTrialN,LOC_PRACTICE.thisN,LOC_PRACTICE.thisIndex,LOC_PRACTICE.ran,end_practice_key.keys,end_practice_key.rt,obj_instructions_1_key.keys,obj_instructions_1_key.rt,obj_instructions_2_key.keys,obj_instructions_2_key.rt,obj_instructions_recognition_3_key.keys,obj_instructions_recognition_3_key.rt,faq_key_2.keys,faq_key_2.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,obj_instructions_practice_key.keys,obj_instructions_practice_key.rt,obj_enc_practice.thisRepN,obj_enc_practice.thisTrialN,obj_enc_practice.thisN,obj_enc_practice.thisIndex,obj_enc_practice.ran,obj_rec_practice.thisRepN,obj_rec_practice.thisTrialN,obj_rec_practice.thisN,obj_rec_practice.thisIndex,obj_rec_practice.ran,OBJ_PRACTICE.thisRepN,OBJ_PRACTICE.thisTrialN,OBJ_PRACTICE.thisN,OBJ_PRACTICE.thisIndex,OBJ_PRACTICE.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,start_task_key.keys,start_task_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_fx_key.rt,comprehension_questions_4.thisRepN,comprehension_questions_4.thisTrialN,comprehension_questions_4.thisN,comprehension_questions_4.thisIndex,comprehension_questions_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,enc_fx_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_questions_5.thisRepN,comprehension_questions_5.thisTrialN,comprehension_questions_5.thisN,comprehension_questions_5.thisIndex,comprehension_questions_5.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,50,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/169a.jpg,-0.298092799,-0.277006787,stimuli/fractals/169c.jpg,stimuli/fractals/169a.jpg,stimuli/fractals/169b.jpg,-0.298092799,-0.277006787,-0.189893508,0.129269472,-0.211667483,0.143773389,0.356867442,0.175244886,0.792825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,,1,OBJ,TARGET,,,stimuli/fractals/26a.jpg,0.155483436,0.33495527,stimuli/fractals/26a.jpg,stimuli/fractals/26c.jpg,stimuli/fractals/26b.jpg,0.155483436,0.33495527,0.144531156,-0.084069729,-0.037837201,0.010142714,-0.303372447,-0.365104704,,k,1,1.01717,,j,1.82992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,OLP,stimuli/fractals/26a.jpg,0.155483436,0.33495527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2000,,1,OBJ,TARGET,,,stimuli/fractals/151c.jpg,-0.331779932,-0.255149577,stimuli/fractals/151c.jpg,stimuli/fractals/151b.jpg,stimuli/fractals/151a.jpg,-0.331779932,-0.255149577,-0.265521314,0.207050952,-0.33677317,0.206678476,0.294526368,0.349974642,,,,,,f,1.204835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,10,ERP,stimuli/fractals/151c.jpg,-0.331779932,-0.255149577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,,1,OBJ,TARGET,,,stimuli/fractals/85b.jpg,-0.208783715,-0.273959008,stimuli/fractals/85b.jpg,stimuli/fractals/85c.jpg,stimuli/fractals/85a.jpg,-0.208783715,-0.273959008,-0.327286581,0.154594881,-0.064533117,-0.165084576,0.33998428,0.148650934,,,,,f,f,1.263285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,13,ERP,stimuli/fractals/85b.jpg,-0.208783715,-0.273959008,0.81048,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2000,,1,OBJ,FOIL,,,stimuli/fractals/30c.jpg,-0.371640824,-0.294112876,,,,,,,,,,,,,,,,,j,1.243065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1000,,1,OBJ,LURE,,,stimuli/fractals/70b.jpg,0.243127107,0.125124295,stimuli/fractals/70c.jpg,stimuli/fractals/70a.jpg,stimuli/fractals/70b.jpg,0.243127107,0.125124295,0.090620982,-0.337039322,0.220390984,-0.155509845,-0.20144673,0.364607249,,,,,,f,1.978235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,16,ERP,stimuli/fractals/70c.jpg,0.243127107,0.125124295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3000,,1,OBJ,LURE,,,stimuli/fractals/34c.jpg,-0.084453174,-0.092839678,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,-0.084453174,-0.092839678,-0.172532773,-0.328107485,-0.238051546,-0.387330977,0.383764906,0.373774641,,,,,,j,1.23993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,2,OLP,stimuli/fractals/34b.jpg,-0.084453174,-0.092839678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1000,,1,OBJ,FOIL,,,stimuli/fractals/111b.jpg,-0.2142721,0.027697793,,,,,,,,,,,,,,,,,j,2.776935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2000,,1,OBJ,LURE,,,stimuli/fractals/102c.jpg,0.201586797,-0.376762167,stimuli/fractals/102b.jpg,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,0.201586797,-0.376762167,0.388971567,0.126618679,-0.145173896,-0.235849282,-0.064236256,0.30059672,,,,,,j,2.68311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,24,ERP,stimuli/fractals/102b.jpg,0.201586797,-0.376762167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,,1,OBJ,FOIL,,,stimuli/fractals/131c.jpg,0.290517759,0.216080846,,,,,,,,,,,,,,,,,j,2.622695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6000,,1,OBJ,FOIL,,,stimuli/fractals/54b.jpg,0.214651141,-0.106514033,,,,,,,,,,,,,,,,,j,1.2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2000,,1,OBJ,TARGET,,,stimuli/fractals/146a.jpg,-0.0512697,-0.377198981,stimuli/fractals/146a.jpg,stimuli/fractals/146c.jpg,stimuli/fractals/146b.jpg,-0.0512697,-0.377198981,-0.356605721,-0.365232558,-0.222602922,-0.209193364,0.359534546,0.024158908,,,,,,f,2.155135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,3,OLP,stimuli/fractals/146a.jpg,-0.0512697,-0.377198981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2000,,1,OBJ,LURE,,,stimuli/fractals/12a.jpg,-0.154918639,0.107506235,stimuli/fractals/12c.jpg,stimuli/fractals/12b.jpg,stimuli/fractals/12a.jpg,-0.154918639,0.107506235,-0.349052803,0.243526471,-0.182263479,-0.364249554,0.366989043,0.05798066,,,,,,j,1.282405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,4,OLP,stimuli/fractals/12c.jpg,-0.154918639,0.107506235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3000,,1,OBJ,FOIL,,,stimuli/fractals/15c.jpg,0.342231204,0.282272146,,,,,,,,,,,,,,,,,j,1.557345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2000,,1,OBJ,FOIL,,,stimuli/fractals/46a.jpg,0.256058996,0.1168323,,,,,,,,,,,,,,,,,j,1.00151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1000,,1,OBJ,TARGET,,,stimuli/fractals/7a.jpg,0.134633677,-0.099518977,stimuli/fractals/7a.jpg,stimuli/fractals/7b.jpg,stimuli/fractals/7c.jpg,0.134633677,-0.099518977,0.342058479,0.166585475,0.341154254,0.366395161,-0.327032318,-0.279796326,,,,,,j,1.7166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,27,ERP,stimuli/fractals/7a.jpg,0.134633677,-0.099518977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1000,,1,OBJ,LURE,,,stimuli/fractals/114c.jpg,0.353442511,0.224679053,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,0.353442511,0.224679053,0.209308975,-0.136557894,0.06804836,-0.178303824,-0.300655335,-0.099210152,,,,,,f,2.720365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,9,OLP,stimuli/fractals/114a.jpg,0.353442511,0.224679053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,500,,1,OBJ,TARGET,,,stimuli/fractals/65c.jpg,-0.00658191,-0.294085564,stimuli/fractals/65c.jpg,stimuli/fractals/65a.jpg,stimuli/fractals/65b.jpg,-0.00658191,-0.294085564,0.312574414,-0.264858864,-0.099410928,-0.021020338,-0.314778581,0.299170138,,,,,,j,2.215755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,11,OLP,stimuli/fractals/65c.jpg,-0.00658191,-0.294085564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3000,,1,OBJ,LURE,,,stimuli/fractals/126a.jpg,-0.138257205,0.117933499,stimuli/fractals/126b.jpg,stimuli/fractals/126c.jpg,stimuli/fractals/126a.jpg,-0.138257205,0.117933499,-0.119469879,-0.356685768,-0.043873562,-0.350787715,0.37361561,-0.202684869,,,,,,j,2.56816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,28,ERP,stimuli/fractals/126b.jpg,-0.138257205,0.117933499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2000,,1,OBJ,LURE,,,stimuli/fractals/79c.jpg,-0.1136695,-0.230326717,stimuli/fractals/79b.jpg,stimuli/fractals/79a.jpg,stimuli/fractals/79c.jpg,-0.1136695,-0.230326717,0.055069074,0.208958804,0.04921641,0.149451741,0.366892701,-0.408188092,,,,,,j,0.91425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,15,OLP,stimuli/fractals/79b.jpg,-0.1136695,-0.230326717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1000,,1,OBJ,FOIL,,,stimuli/fractals/60a.jpg,0.365742833,0.067675337,,,,,,,,,,,,,,,,,j,2.02563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3000,,1,OBJ,TARGET,,,stimuli/fractals/112a.jpg,0.043038121,-0.25540487,stimuli/fractals/112a.jpg,stimuli/fractals/112b.jpg,stimuli/fractals/112c.jpg,0.043038121,-0.25540487,-0.206161277,-0.411982103,0.341819313,0.038097482,0.384974682,0.387400024,,,,,,j,1.907935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,20,OLP,stimuli/fractals/112a.jpg,0.043038121,-0.25540487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1000,,1,OBJ,LURE,,,stimuli/fractals/35a.jpg,0.349555279,0.348252114,stimuli/fractals/35b.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35a.jpg,0.349555279,0.348252114,0.350322663,-0.017194328,0.025286989,0.062227907,-0.332147647,0.334901348,,,,,,j,2.439015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,31,ERP,stimuli/fractals/35b.jpg,0.349555279,0.348252114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1000,,1,OBJ,FOIL,,,stimuli/fractals/57b.jpg,-0.360852026,-0.31204325,,,,,,,,,,,,,,,,,j,0.920115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1000,,1,OBJ,TARGET,,,stimuli/fractals/2a.jpg,-0.195067951,0.141350895,stimuli/fractals/2a.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2b.jpg,-0.195067951,0.141350895,-0.065858484,-0.341070046,-0.004372929,0.394441833,0.360133657,0.126415381,,,,,,j,0.856055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,42,ERP,stimuli/fractals/2a.jpg,-0.195067951,0.141350895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,j,0,10.359075,,,,,,,6,4,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Galériaberendezés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kérjük, próbáljon meg a továbbiakban jobban figyelni a képekre. ","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,j,0,5.959555,,,,,,,7,4,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Képfelismerés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kérjük, próbáljon meg a továbbiakban jobban figyelni a képekre. ","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6000,1,1,OBJ,OLP,1,5,stimuli/fractals/34b.jpg,-0.084453174,-0.092839678,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,-0.084453174,-0.092839678,-0.172532773,-0.328107485,-0.238051546,-0.387330977,0.383764906,0.373774641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,10.38533,0,0,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,51,3000,1,2,LOC,LLP,1,4,stimuli/fractals/93a.jpg,0.278960302,0.054487914,stimuli/fractals/93a.jpg,stimuli/fractals/93b.jpg,stimuli/fractals/93c.jpg,0.278960302,0.054487914,0.158804315,-0.124154425,0.082447062,0.365720913,-0.333590858,-0.183067016,1.87619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,AersnDO8,tudomány,igen,igen,2021-02-21_11h52.26.352,terkepesz_online,2020.2.9,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,52,3000,1,2,LOC,LLP,1,1,stimuli/fractals/138a.jpg,-0.381760879,-0.05456288,stimuli/fractals/138a.jpg,stimuli/fractals/138c.jpg,stimuli/fractals/138b.jpg,-0.381760879,-0.05456288,-0.232084247,0.199673525,-0.131096176,-0.290366753,0.224738351,0.285103461,1.806585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
